hum,tgt
LDLRAD3,Ldlrad3
PSMA8,Psma8
OR52B4,Or52b4
XRRA1,Xrra1
UBQLNL,Ubqlnl
MUC15,Muc15
FREY1,Frey1
FAM76B,Fam76b
SESN3,Sesn3
PIWIL4,Piwil4
ARHGAP42,Arhgap42
KBTBD3,Kbtbd3
CWF19L2,Cwf19l2
POGLUT3,Poglut3
LAYN,Layn
TTC36,Ttc36
SPINDOC,Spindoc
PLEKHA7,Plekha7
SPTY2D1,Spty2d1
TMEM86A,Tmem86a
DNHD1,Dnhd1
PRICKLE1,Prickle1
AMDHD1,Amdhd1
BCDIN3D,Bcdin3d
GLIPR1L2,Glipr1l2
RFLNA,Rflna
ZNF664,Zfp664
ETFRF1,Etfrf1
CPNE8,Cpne8
TMEM120B,Tmem120b
CFAP251,Cfap251
GLT1D1,Glt1d1
BEST3,Best3
E2F7,E2f7
KRT80,Krt80
CFAP54,Cfap54
KICS2,Kics2
C12orf60,C4h12orf60
FBXL14,Fbxl14
RAD9B,Rad9b
PHETA1,Pheta1
FAM216B,Fam216b
LACC1,Lacc1
B3GLCT,B3glct
RDH12,Rdh12
GSC,Gsc
SERPINA12,Serpina12
PRIMA1,Prima1
MIPOL1,Mipol1
PPP1R36,Ppp1r36
SLC38A6,Slc38a6
ARMH4,Armh4
ABHD12B,Abhd12b
PTGR2,Ptgr2
FAM161B,Fam161b
LRRC74A,Lrrc74a
ISM2,Ism2
CEP128,Cep128
MDP1,Mdp1
TTC7B,Ttc7b
LRFN5,Lrfn5
TERB2,Terb2
C2CD4A,C2cd4a
LYSMD4,Lysmd4
FAM81A,Fam81a
PIERCE2,Pierce2
PGPEP1L,Pgpep1l
C15orf61,C8h15orf61
HAPLN3,Hapln3
MESP2,Mesp2
TMCO5A,Tmco5a
NRG4,Nrg4
ZSCAN29,Zscan29-ps1
TTBK2,Ttbk2
CDAN1,Cdan1
SLC38A8,Slc38a8
VWA3A,Vwa3a
OTOA,Otoa
ZFP90,Zfp90
CARMIL2,Carmil2
KCTD19,Kctd19
CMTM4,Cmtm4
CMTM2,Cmtm2b
BEAN1,Bean1
TEKT5,Tekt5
RNF151,Rnf151
PRR35,Prr35
FBXL16,Fbxl16
C16orf92,C1h16orf92
GSG1L,Gsg1l
IL34,Il34
ZNF597,Zfp597
BICDL2,Bicdl2
TMED6,Tmed6
ZNF688,Zfp688
PRSS36,Prss36
C16orf89,C10h16orf89
DNAAF8,Dnaaf8
MGAT5B,Mgat5b
TOM1L2,Tom1l2
TEPSIN,Tepsin
B3GNTL1,B3gntl1
RBFOX3,Rbfox3
CD300LF,Cd300lf
DNAH2,Dnah2
RTN4RL1,Rtn4rl1
EFCAB3,Efcab3
CFAP52,Cfap52
CCDC42,Ccdc42
PIK3R6,Pik3r6
ODF4,Odf4
C17orf50,C10h17orf50
SLFN13,Slfn9
UNC45B,Unc45b
CD300LG,Cd300lg
KIF18B,Kif18b
RUNDC1,Rundc1
EME1,Eme1
VMA12,Tmem199
PROCA1,Proca1
DHRS13,Dhrs13
KCTD11,Kctd11
NOTUM,Notum
TMC8,Tmc8
WIPF2,Wipf2
KRT25,Krt25
SCGB1C1,Scgb1c1
STARD6,Stard6
ARK2N,Ark2n
CCBE1,Ccbe1
CBLN2,Cbln2
DSG4,Dsg4
ANKRD29,Ankrd29
APCDD1,Apcdd1
VSIG10L,Vsig10l
C19orf84,C1h19orf84
SPACA6,Spaca6
SMIM17,Smim17
C19orf18,C1h19orf18
PPM1N,Ppm1n
KLC3,Klc3
IGSF23,Igsf23
LYPD4,Lypd4
TMEM190,Tmem190
HIPK4,Hipk4
TMC4,Tmc4
ZNF524,Zfp524
ZNF784,Zfp865
SPC24,Spc24
KASH5,Kash5
DACT3,Dact3
SIX5,Six5
ZNF582,Znf829l-ps1
ZNF583,Zfp583
FAM98C,Fam98c
CAPN12,Capn12
DPY19L3,Dpy19l3
TTC9B,Ttc9b
TICAM1,Ticam1
ZNRF4,Znrf4
FAM187B,Fam187b
CILP2,Cilp2
PROSER3,Proser3
CDC42EP5,Cdc42ep5
C19orf25,C7h19orf25
ATP8B3,Atp8b3
DIRAS1,Diras1
ZNF569,Zfp74
SYT6,Syt6
C1orf74,C13h1orf74
CREB3L4,Creb3l4
CIROZ,Ciroz
BROX,Brox
SAMD11,Samd11
SAMD13,Samd13
C1orf52,C2h1orf52
PHF13,Phf13
CIART,Ciart
TLCD4,Tlcd4
UBE2U,Ube2u
SLC35F3,Slc35f3
HJV,Hjv
ANKRD35,Ankrd35
B3GALNT2,B3galnt2
MFSD4A,Mfsd4a
PM20D1,Pm20d1
SLC30A7,Slc30a7
CCDC27,Ccdc27
KNCN,Kncn
MOB3C,Mob3c
GLIS1,Glis1
RC3H1,Rc3h1
DCDC2B,Dcdc2b
ZNF362,Zfp362
DCST1,Dcst1
CNIH3,Cnih3
MANEAL,Maneal
IL23R,Il23r
NTMT2,Ntmt2
FAM78B,Fam78b
SHISA4,Shisa4
EXOC8,Exoc8
PDIK1L,Pdik1l
BNIPL,Bnipl
CLDN19,Cldn19
CFAP57,Cfap57
C1orf210,C5h1orf210
CCDC24,Ccdc24
BTBD19,Btbd19
CCDC17,Ccdc17
LRRC71,Lrrc71
SRARP,Srarp
RNF187,Rnf187
SPATA45,Spata45
GARIN4,Garin4
ADIG,Adig
GTSF1L,Gtsf1l
WFDC5,Wfdc5
SHLD1,Shld1
COMMD7,Commd7
BPIFB4,Bpifb4
LSM14B,Lsm14b
LIPI,Lipi
LCA5L,Lca5l
IGSF5,Igsf5
SIK1,Sik1
SLC9B1,Slc9b1
CCT8L2,Cct8l2
AIFM3,Aifm3
YDJC,Ydjc
C22orf15,C20h22orf15
HSCB,Hscb
CCDC117,Ccdc117
HORMAD2,Hormad2
DUSP18,Dusp18
ENTHD1,Enthd1
DNAJB7,Dnajb7
CHADL,Chadl
MEI1,Mei1
PHETA2,Pheta2
NFAM1,Nfam1
PNPLA5,Pnpla5
CDPF1,Cdpf1
TTL,Ttl
CKAP2L,Ckap2l
TEKT4,Tekt4
SMYD1,Smyd1
C2orf15,C9h2orf15
OTOS,Otos
COPS9,Cops9
COMMD1,Commd1
PROM2,Prom2
ANKAR,Ankar
FBXO41,Fbxo41
IFT70B,Ift70b
ITPRIPL1,Itpripl1
FAM117B,Fam117b
TCF23,Tcf23
GAREM2,Garem2
PUS10,Pus10
SEPTIN10,Septin10
KANSL1L,Kansl1l
PLB1,Plb1
ZSWIM2,Zswim2
ZNF385B,Zfp385b
ERFE,Erfe
ARL6IP6,Arl6ip6
METTL21A,Mettl21a
CCNYL1,Ccnyl1
KLHL23,Klhl23
PPP1R1C,Ppp1r1c
SGO2,Sgo2
C2CD6,C2cd6
SLC38A11,Slc38a11
SLC23A3,Slc23a3
GPBAR1,Gpbar1
LRATD1,Lratd1
RMDN2,Rmdn2
GDF7,Gdf7
SLC16A14,Slc16a14
ASPRV1,Asprv1
WDSUB1,Wdsub1
UPP2,Upp2
GPR155,Gpr155
TTC14,Ttc14
DTX3L,Dtx3l
TAFA4,Tafa4
SGO1,Sgo1
PP2D1,Pp2d1
EFHB,Efhb
PPM1L,Ppm1l
WDR49,Wdr49
LRRC34,Lrrc34
CPNE9,Cpne9
DPPA2,Dppa2
CCDC80,Ccdc80
BTLA,Btla
CCDC12,Ccdc12
MB21D2,Mb21d2
PPP4R2,Ppp4r2
XXYLT1,Xxylt1
RNF38,Rnf38
GLIPR2,Glipr2
C3orf22,C4h3orf22
ZCWPW2,Zcwpw2
CMC1,Cmc1
NEK10,Nek10
CCDC50,Ccdc50
SPICE1,Spice1
CMTM8,Cmtm8
CCDC13,Ccdc13
NCBP2AS2,Ncbp2as2
FGD5,Fgd5
CNTN4,Cntn4
IGSF11,Igsf11
TEX55,Tex55
ZNF827,Zfp827
SH3D19,Sh3d19
NFXL1,Nfxl1
NIPAL1,Nipal1
PAQR3,Paqr3
SHISA3,Shisa3
SCFD2,Scfd2
MGAT4D,Mgat4d
JAKMIP1,Jakmip1
THAP6,Thap6
ODAPH,Odaph
KLB,Klb
FAM53A,Fam53a
PPM1K,Ppm1k
SPMIP2,Spmip2
TRMT44,Trmt44
RASGEF1B,Rasgef1b
DAB2IP,Dab2ip
SLC38A9,Slc38a9
SLC36A2,Slc36a2
SPINK13,Spink13
CREBRF,Crebrf
CEP120,Cep120
SLC25A48,Slc25a48
TMEM167A,Tmem167a
MBLAC2,Mblac2
TMEM161B,Tmem161b
SRFBP1,Srfbp1
ZMAT2,Zmat2
MARVELD2,Marveld2
IRX2,Irx2
BTNL9,Btnl9
ARSK,Arsk
FAM81B,Fam81b
TTC23L,Ttc23l
CCDC112,Ccdc112
GARIN3,Garin3
PRELID2,Prelid2
SH3RF2,Sh3rf2
PLAC8L1,Plac8l1
RNF145,Rnf145
ZC2HC1B,Zc2hc1b
SNRNP48,Snrnp48
CNKSR3,Cnksr3
SAMD3,Samd3
SLC2A12,Slc2a12
MBOAT1,Mboat1
HDGFL1,Hdgfl1
PNLDC1,Pnldc1
RNF217,Rnf217
NKAIN2,Nkain2
KHDC3L,Khdc3
CFAP206,Cfap206
CCDC167,Ccdc167
RUNDC3B,Rundc3b
ABCA13,Abca13
SAMTOR,Samtor
CLEC2L,Clec2l
FMC1,Fmc1
AMOT,Amot
VKORC1L1,Vkorc1l1
AMOTL1,Amotl1
IQUB,Iqub
KCTD7,Kctd7
TMEM213,Tmem213
GIMAP8,Gimap8
CRYGN,Crygn
ZNF746,Zfp746
ATP6V0E2,Atp6v0e2
SLC2A7,Slc2a7
AMZ1,Amz1
METTL27,Mettl27
VPS37D,Vps37d
RBM33,Rbm33
AGR3,Agr3
PRAG1,Prag1
PEBP4,Pebp4
CDCA2,Cdca2
TMEM65,Tmem65
RDH10,Rdh10
ANKRD46,Ankrd46
ESCO2,Esco2
FBXO16,Fbxo16
LRATD2,Lratd2
CFAP418,Cfap418
VPS13B,Vps13b
TDRP,Tdrp
ERICH1,Erich1
SLC7A13,Slc7a13
TMEM74,Tmem74
FAM91A1,Fam91a1
C8orf48,C16h8orf48
MCMDC2,Mcmdc2
CLVS1,Clvs1
NKX6-3,Nkx6-3
KCNU1,Kcnu1
SBSPON,Sbspon
CAMSAP1,Camsap1
LINGO2,Lingo2
NXNL2,Nxnl2
MAMDC4,Mamdc4
LCN6,Lcn6
AK8,Ak8
OR1Q1,Or1q1
TTLL11,Ttll11
RASEF,Rasef
TTC39B,Ttc39b
TRMT10B,Trmt10b
TTC16,Ttc16
SAXO1,Saxo1
FREM1,Frem1
BRD10,Brd10
SPAAR,Spaar
ZNF483,Zfp483
SHOC1,Shoc1
KIAA1958,Kiaa1958
TSTD2,Tstd2
PRUNE2,Prune2
FMR1NB,Fmr1nb
ZXDB,Zxdb
MOSPD2,Mospd2
ARHGAP36,Arhgap36
RIBC1,Ribc1
AKAP14,Akap14
CXorf65,Cxhxorf65
AWAT1,Awat1
AWAT2,Awat2
ZDHHC15,Zdhhc15
USP51,Usp51
CXorf38,Cxhxorf38
PABIR2,Pabir2
PABIR3,Pabir3
USP54,Usp54
NKX2-3,Nkx2-3
SLC35G1,Slc35g1
CFAP58,Cfap58
SLC5A12,Slc5a12
DEUP1,Deup1
PATE1,Pate1
C11orf65,C8h11orf65
C11orf42,C1h11orf42
TMTC2,Tmtc2
CLEC12A,Clec12a
TMTC3,Tmtc3
C12orf50,C7h12orf50
ALDH1L2,Aldh1l2
LMNTD1,Lmntd1
DENND5B,Dennd5b
TAMALIN,Tamalin
SLC5A8,Slc5a8
PPTC7,Pptc7
CCDC63,Ccdc63
CCDC60,Ccdc60
DGKH,Dgkh
CCDC122,Ccdc122
GPR180,Gpr180
STOML3,Stoml3
GARIN2,Garin2
TMEM229B,Tmem229b
SYNE3,Syne3
CLEC14A,Clec14a
FITM1,Fitm1
REM2,Rem2
TMEM30B,Tmem30b
MDGA2,Mdga2
SAMD15,Samd15
NOP9,Nop9
EML5,Eml5
STRC,Strc
CFAP161,Cfap161
TBC1D21,Tbc1d21
DNAAF4,Dnaaf4
OTUD7A,Otud7a
SPRED1,Spred1
CIMAP1C,Cimap1c
MAPDA,Mapda
EXD1,Exd1
FSIP1,Fsip1
ZFPM1,Zfpm1
ADAD2,Adad2
ITPRIPL2,Itpripl2
ZFP1,Zfp1
ANKFN1,Ankfn1
MARCHF10,Marchf10
MFSD6L,Mfsd6l
SLFN5,Slfn5
NAGS,Nags
RETREG3,Retreg3
PHOSPHO1,Phospho1
RHBDL3,Rhbdl3
TRPV3,Trpv3
SLC16A11,Slc16a11
FBXO39,Fbxo39
SPPL2C,Sppl2c
C18orf54,C18h18orf54
ZNF296,Zfp296
DEDD2,Dedd2
ZNF579,Zfp579
EID2,Eid2
PRR22,Prr22
LGI4,Lgi4
SYNE4,Syne4
DENND2C,Dennd2c
PLPPR5,Plppr5
FNDC7,Fndc7
DENND1B,Dennd1b
TDRD5,Tdrd5
TOR1AIP2,Tor1aip2
IFNLR1,Ifnlr1
CITED4,Cited4
CIMAP2,Cimap2
SPRR4,Sprr4
KANK4,Kank4
SASS6,Sass6
SDE2,Sde2
CNST,Cnst
FAM43B,Fam43b
HFM1,Hfm1
PAQR7,Paqr7
TTC24,Ttc24
CCDC185,Ccdc185
UBL4B,Ubl4b
WFDC13,Wfdc13
APCDD1L,Apcdd1l
LRRN4,Lrrn4
TTLL9,Ttll9
CCDC116,Ccdc116
CABP7,Cabp7
TMPRSS6,Tmprss6
WBP2NL,Wbp2nl
TTLL8,Ttll8
DAW1,Daw1
LONRF2,Lonrf2
CCDC138,Ccdc138
ADGRF3,Adgrf3
TEX44,Tex44
TOGARAM2,Togaram2
FAM171B,Fam171b
C1QL2,C1ql2
UBXN2A,Ubxn2a
CLEC4F,Clec4f
DQX1,Dqx1
SPTSSB,Sptssb
DNAJB8,Dnajb8
GPR156,Gpr156
XIRP1,Xirp1
RNF168,Rnf168
CHST13,Chst13
PRICKLE2,Prickle2
KBTBD12,Kbtbd12
AFG2A,Afg2a
BBS12,Bbs12
DCLK2,Dclk2
ADGRA3,Adgra3
TRIM60,Trim60
FREM3,Frem3
MMAA,Mmaa
ZBTB49,Zbtb49
TIGD2,Tigd2
RASSF6,Rassf6
RBM46,Rbm46
SGMS2,Sgms2
MIER3,Mier3
TENT2,Tent2
DCP2,Dcp2
NIM1K,Nim1k
LIX1,Lix1
ZNF366,Zfp366
FAM151B,Fam151b
PRSS35,Prss35
LCA5,Lca5
OLIG3,Olig3
TXLNB,Txlnb
DACT2,Dact2
C6orf118,C1h6orf118
GALNTL5,Galntl5
RNF133,Rnf133
CCDC71L,Ccdc71l
PKD1L1,Pkd1l1
ZNF467,Zfp467
BHLHA15,Bhlha15
BMPER,Bmper
ZNF800,Zfp800
CNBD1,Cnbd1
SLC30A8,Slc30a8
COL22A1,Col22a1
SNX31,Snx31
TMEM64,Tmem64
IDO2,Ido2
STKLD1,Stkld1
KCNV2,Kcnv2
OLFML2A,Olfml2a
TMEM252,Tmem252
QSOX2,Qsox2
GLIS3,Glis3
ZNF169,Zfp169
TENT5D,Tent5d
TCEANC,Tceanc
ZCCHC12,Zcchc12
ARX,Arx
FAM170B,Fam170b
TMEM273,Tmem273
FUT11,Fut11
OIT3,Oit3
PWWP2B,Pwwp2b
SSBP4,Ssbp4
ACTL10,Actl10
DHX36,Dhx36
GIMAP1,Gimap1
GPHA2,Gpha2
S100Z,S100z
COMMD6,Commd6
PSORS1C2,Psors1c2
ADAMTS15,Adamts15
ADAMTS16,Adamts16
ADAMTS17,Adamts17
ADAMTS18,Adamts18
COX7B2,Cox7b2
GSX2,Gsx2
KCNG3,Kcng3
PPP1R18,Ppp1r18
ANKRD24,Ankrd24
ZNF384,Zfp384
ADAMTS19,Adamts19
BICDL3P,Abhd11-as1
ASXL1,Asxl1
SYNPO2,Synpo2
SPACA4,Spaca4
RHOV,Rhov
NLRP6,Nlrp6
CLYBL,Clybl
SPTSSA,Sptssa
PTCRA,Ptcra
POLR3H,Polr3h
ABHD3,Abhd3
PGAM5,Pgam5
B3GNT6,B3gnt6
HIGD2A,Higd2a
KRT24,Krt24
CYS1,Cys1
AGO3,Ago3
AGO4,Ago4
SCAMP5,Scamp5
SDR16C5,Sdr16c5
PRXL2C,Prxl2c
ZNF367,Zfp367
ANTXRL,Antxrl1
PLPP4,Plpp4
METTL15,Mettl15
MPZL3,Mpzl3
IMMP1L,Immp1l
OR56B4,Or56b6b
KRT78,Krt78
RILPL2,Rilpl2
DNAH10,Dnah10
AMN1,Amn1
DTX3,Dtx3
TMT1B,Tmt1b
ZFC3H1,Zfc3h1
MYRFL,Myrfl
PLBD2,Plbd2
CCER1,Ccer1
EEF2KMT,Eef2kmt
PIANP,Pianp
DCP1B,Dcp1b
ANO6,Ano6
ARID2,Arid2
METTL21C,Mettl21c
VSTM4,Vstm4
PAOX,Paox
ADCY4,Adcy4
FAM227B,Fam227b
GRAMD2A,Gramd2a
LCTL,Lctl
UBR1,Ubr1
PATL2,Patl2
LDHD,Ldhd
FCSK,Fcsk
MLKL,Mlkl
ACSF3,Acsf3
WDR90,Wdr90
EME2,Eme2
NLRC3,Nlrc3
NSMCE1,Nsmce1
ZNF48,Znf48
LKAAEAR1,Lkaaear1
DZIP1L,Dzip1l
TTC21A,Ttc21a
MCEMP1,Mcemp1
DAND5,Dand5
GGN,Ggn
CADM4,Cadm4
THAP8,Thap8
U2AF1L4,U2af1l4
NIBAN3,Niban3
ALG14,Alg14
FAM76A,Fam76a
FYB2,Fyb2
TMEM201,Tmem201
TMEM61,Tmem61
FAAP20,Faap20
CDCP2,Cdcp2
SLC5A9,Slc5a9
CC2D1B,Cc2d1b
NUDT17,Nudt17
TXLNA,Txlna
DYNLT5,Dynlt5
PLD5,Pld5
SPMIP3,Spmip3
SPAG17,Spag17
SLFNL1,Slfnl1
KRTCAP2,Krtcap2
CRTC2,Crtc2
IBA57,Iba57
FAM209A,Fam209
RNF215,Rnf215
CFAP221,Cfap221
VWA3B,Vwa3b
CREG2,Creg2
TET3,Tet3
GKN2,Gkn2
SPMIP9,Spmip9
ANKRD23,Ankrd23
APLF,Aplf
PIKFYVE,Pikfyve
KRTCAP3,Krtcap3
FAM237A,Fam237a
TMEM17,Tmem17
SPRED2,Spred2
CFAP20DC,Cfap20dc
KCTD6,Kctd6
LIPH,Liph
ARL13B,Arl13b
RPL22L1,Rpl22l1
SLC51A,Slc51a
FBXO45,Fbxo45
KLHDC8B,Klhdc8b
MUC20,Muc20
GABRR3,Gabrr3
CEP112,Cep112
DHRS7C,Dhrs7c
CENPV,Cenpv
FLCN,Flcn
PLD6,Pld6
ARHGAP27,Arhgap27
ZNF385C,Zfp385c
SAMD14,Samd14
LYRM9,Lyrm9
SLC16A13,Slc16a13
SPEM2,Spem2
CENPX,Cenpx
LRRC45,Lrrc45
SLC39A11,Slc39a11
TRIM65,Trim65
UNC13D,Unc13d
RDM1,Rdm1
SPNS3,Spns3
FBXO15,Fbxo15
RAB12,Rab12
ZBTB7C,Zbtb7c
HACD2,Hacd2
STT3B,Stt3b
DNAH12,Dnah12
PDE12,Pde12
DENND6A,Dennd6a
TIGIT,Tigit
C4orf46,C2h4orf46
SLC10A4,Slc10a4
TIGD4,Tigd4
TMEM154,Tmem154
SMIM14,Smim14
TMEM192,Tmem192
RWDD4,Rwdd4
PRIMPOL,Primpol
TAPT1,Tapt1
SPATA24,Spata24
DNAJC18,Dnajc18
RANBP3L,Ranbp3l
CCDC125,Ccdc125
GAPT,Gapt
CMYA5,Cmya5
STK32A,Stk32a
TCTE1,Tcte1
KHDRBS2,Khdrbs2
TMEM184A,Tmem184a
ADCK5,Adck5
TSNARE1,Tsnare1
TUBB,Tubb5
R3HCC1,R3hcc1
PRSS55,Prss55
C8orf74,C15h8orf74
HTRA4,Htra4
ADAM32,Adam32
ERICH5,Erich5
LGI3,Lgi3
TMEM268,Tmem268
C9orf72,RGD1359108
CCDC171,Ccdc171
NAIF1,Naif1
FAM219A,Fam219a
CCDC107,Ccdc107
ANKS6,Anks6
SUSD3,Susd3
SLC25A43,Slc25a43
RTL3,Rtl3
NRK,Nrk
INTS6L,Ints6l
ZNF449,Zfp449
VMA21,Vma21
ANO5,Ano5
CERS3,Cers3
PDILT,Pdilt
HIPK1,Hipk1
SLC44A5,Slc44a5
AMER3,Amer3
MTLN,Mtln
C2orf69,C9h2orf69
DIPK2A,Dipk2a
SENP5,Senp5
USF3,Usf3
TRIML2,Triml2
LVRN,Lvrn
C6orf163,C5h6orf163
DHRSX,Dhrsx
AMER2,Amer2
USP12,Usp12
PLAC9,Plac9
MTIF3,Mtif3
GSX1,Gsx1
OR4C11,Or4c11
OR4S2,Or4s2
OR5D14,Or5d14
OR8K3,Or8k3
OR8U3,Or8u3
OR5M3,Or5m3
OR5M8,Or5m8
OR5M11,Or5m11
OR5AR1,Or5ar1
LRRC55,Lrrc55
SMTNL1,Smtnl1
YPEL4,Ypel4
MED19,Med19
TEX47,Tex47
ZNF804B,Zfp804b
CABCOCO1,Cabcoco1
TMEM26,Tmem26
ZCCHC24,Zcchc24
ENKUR,Enkur
ARMC3,Armc3
UNC5B,Unc5b
STOX1,Stox1
FAM241B,Fam241b
TYSND1,Tysnd1
ZNF25,Zfp9
GJD4,Gjd4
CCNY,Ccny
RTKN2,Rtkn2
TBATA,Tbata
HYLS1,Hyls1
TMEM218,Tmem218
SLC37A2,Slc37a2
OR10S1,Or10s1
OR4D5,Or4d5
TBCEL,Tbcel
TLCD5,Tlcd5
MRPL21,Mrpl21
TPCN2,Tpcn2
SPATA19,Spata19
OR9I1,Or9i1b
OR9Q2,Or9q2
OR5B21,Or5b21
MPEG1,Mpeg1
OR5A1,Or5a1
OR4D6,Or4d6
PATL1,Patl1
MS4A15,Ms4a15
VWCE,Vwce
CYB561A3,Cyb561a3
SAXO4,Saxo4
GDPD4,Gdpd4
DDIAS,Ddias
CCDC83,Ccdc83
LTO1,Lto1
ERICH6B,Erich6b
CBY2,Cby2
DLEU7,Dleu7
FAM124A,Fam124a
SKA1,Ska1
CFAP53,Cfap53
DOK6,Dok6
ATOH7,Atoh7
OTUD1,Otud1
HEPACAM,Hepacam
OAF,Oaf
TIGD3,Tigd3
FAM181B,Fam181b
CCDC89,Ccdc89
LRRC63,Lrrc63
RNF152,Rnf152
ZNF438,Zfp438
SLC16A9,Slc16a9
FAM13C,Fam13c
MARCHF8,Marchf8
HNRNPA3,Hnrnpa3
RASGEF1A,Rasgef1a
REEP3,Reep3
JMJD1C,Jmjd1c
UCMA,Ucma
FAM171A1,Fam171a1
SLC39A12,Slc39a12
NSUN6,Nsun6
ARL5B,Arl5b
LRRN4CL,Lrrn4cl
HNRNPUL2,Hnrnpul2
ALKBH3,Alkbh3
EEF1AKMT1,Eef1akmt1
SKA3,Ska3
MICU2,Micu2
SPATA13,Spata13
CPNE2,Cpne2
ADGRG5,Adgrg5
PRSS54,Prss54
CES5A,Ces5a
CCDC162P,Ccdc162
AK9,Ak9
NT5DC1,Nt5dc1
CALHM4,Calhm4
ZUP1,Zup1
TBC1D32,Tbc1d32
BEND6,Bend6
OPN5,Opn5
ADGRF5,Adgrf5
TDRD6,Tdrd6
SPATS1,Spats1
RSPH9,Rsph9
LRRC73,Lrrc73
OARD1,Oard1
KIF6,Kif6
TMEM217,Tmem217
FGD2,Fgd2
PI16,Pi16
C6orf89,C20h6orf89
ARMC12,Armc12
SMIM29,Smim29
LEMD2,Lemd2
ZBTB9,Zbtb9
ZBTB12,Zbtb12
C6orf136,C20h6orf136
H2AC1,H2ac1
KDM1B,Kdm1b
RBM24,Rbm24
RNF182,Rnf182
PHACTR1,Phactr1
SMIM13,Smim13
SYCP2L,Sycp2l
PXDC1,Pxdc1
ZSCAN25,Zscan25
VWDE,Vwde
PRPS1L1,Prps1l1
POLR1F,Polr1f
SP8,Sp8
HOXA11-AS,Hoxa11-as
JAZF1,Jazf1
PPP1R35,Ppp1r35
GPC2,Gpc2
BRAT1,Brat1
SDK1,Sdk1
FOXK1,Foxk1
MMD2,Mmd2
DAGLB,Daglb
THSD7A,Thsd7a
VSTM2A,Vstm2a
TMED4,Tmed4
MTURN,Mturn
PRR15,Prr15
SRRM3,Srrm3
RSBN1L,Rsbn1l
ELAPOR2,Elapor2
LRWD1,Lrwd1
FAM185A,Fam185a
FBXL13,Fbxl13
NAPEPLD,Napepld
ATXN7L1,Atxn7l1
CDHR3,Cdhr3
BEND7,Bend7
LNX2,Lnx2
ADGRG3,Adgrg3
HS3ST5,Hs3st5
GPRC6A,Gprc6a
RFX6,Rfx6
SLC35F1,Slc35f1
FAM83B,Fam83b
TSPO2,Tspo2
UNC5CL,Unc5cl
KCTD20,Kctd20
PXT1,Pxt1
LHFPL5,Lhfpl5
SCUBE3,Scube3
NKAPL,Nkapl
FAM217A,Fam217a
TMEM130,Tmem130
FERD3L,Ferd3l
NYAP1,Nyap1
SLC29A4,Slc29a4
RSPH10B,Rsph10b
ITPRID1,Itprid1
ZNRF2,Znrf2
SEMA3D,Sema3d
MAPK15,Mapk15
SPDYA,Spdya
VGLL2,Vgll2
CNPY4,Cnpy4
DEFB110,Defb17
DEFB113,Defb18
DEFB115,Defb28
DEFB116,Defb29
DEFB119,Defb24
DEFB123,Defb36
DEFB124,Defb25
DEFB125,Defb26
DEFB128,Defb20
ATP6V0D2,Atp6v0d2
ATP6V1C2,Atp6v1c2
CNOT6L,Cnot6l
GAS2L2,Gas2l2
CDC26,Cdc26
SLC17A8,Slc17a8
RNASEH1,Rnaseh1
AFG1L,Afg1l
STAC3,Stac3
PELI3,Peli3
SPESP1,Spesp1
IL27,Il27
TMEM9,Tmem9
NEIL2,Neil2
STXBP4,Stxbp4
FNDC5,Fndc5
HEPACAM2,Hepacam2
TECRL,Tecrl
PRR14L,Prr14l
EPHX4,Ephx4
SERHL2,Serhl2
RICTOR,Rictor
EIF4E1B,Eif4e1b
IPMK,Ipmk
ZBTB38,Zbtb38
SLC25A30,Slc25a30
LCLAT1,Lclat1
CADM2,Cadm2
GPATCH11,Gpatch11
MMS22L,Mms22l
WASHC2C,Washc2c
EBF3,Ebf3
WDR27,Wdr27
CERS6,Cers6
MSRB3,Msrb3
ZDHHC20,Zdhhc20
YTHDF3,Ythdf3
RALGAPA1,Ralgapa1
KCTD13,Kctd13
ASPHD1,Asphd1
ETFBKMT,Etfbkmt
METAP1D,Metap1d
UBN2,Ubn2
LRRC43,Lrrc43
BRWD3,Brwd3
EHBP1L1,Ehbp1l1
SNX32,Snx32
CXorf58,Cxhxorf58
FBXO33,Fbxo33
TTLL10,Ttll10
TSGA10IP,Tsga10ip
RNF169,Rnf169
CALHM5,Calhm5
BPIFC,Bpifc
LCORL,Lcorl
CNIH2,Cnih2
AKNAD1,Aknad1
PHYHD1,Phyhd1
ZDHHC24,Zdhhc24
MCM9,Mcm9
PROSER2,Proser2
SLC41A1,Slc41a1
C11orf86,C1h11orf86
MEIOB,Meiob
LPCAT4,Lpcat4
NUDT8,Nudt8
LYG2,Lyg2
VXN,Vxn
NAALADL2,Naaladl2
TMEM256,Tmem256
ZDHHC23,Zdhhc23
LCE5A,Lce1m
MORN5,Morn5
CALHM1,Calhm1
MPV17L,Mpv17l
TMEM86B,Tmem86b
CBARP,Cbarp
TAC4,Tac4
CFAP65,Cfap65
TMCO4,Tmco4
CFAP299,Cfap299
PLA2G4F,Pla2g4f
TXNDC8,Txndc8
MCOLN2,Mcoln2
ANKK1,Ankk1
LRRC57,Lrrc57
MYADML2,Myadml2
EPGN,Epgn
LHFPL7,Lhfpl7
MBLAC1,Mblac1
TCP11L2,Tcp11l2
SPMIP11,Spmip11
RASGEF1C,Rasgef1c
RNF144B,Rnf144b
ELMOD2,Elmod2
H2BC1,H2bc1
COL24A1,Col24a1
